osm_id,voltage_kv,voltage_tier,cables,circuits,operator,name,num_nodes,length_km
17201914,115.0,115-229 kV,3,,Eversource,Shepaug - Bates Rock 115kV transmission line,37,6.51
18822762,115.0,115-229 kV,6,,National Grid,Bellows Falls - Fitzwilliam - East Winchendon - Ashburnham - Flagg Pond 115kV transmission lines,155,37.56
19718956,115.0,115-229 kV,6,,National Grid,Harriman - French King - Erving - Wendell Depot - Barre - Treasure Valley - Paxton - Webster Street - Millbury #2 115kV transmission lines,144,30.32
20055144,115.0,115-229 kV,,,,,165,32.3
20055287,115.0,115-229 kV,3,,,,69,24.03
20058992,345.0,345-499 kV,3,,Consolidated Edison,Athens - Pleasant Valley 345kV transmission line,236,62.28
20060364,115.0,115-229 kV,3,,,,98,22.93
20060372,345.0,345-499 kV,6,2,Consolidated Edison,Leeds - Athens - Pleasant Valley 345kV transmission lines,2,0.46
20061677,345.0,345-499 kV,6,2,National Grid,Pleasant Valley - Knickerbocker & 115kV transmission lines,23,5.13
20071858,345.0,345-499 kV,3,,Consolidated Edison,Leeds - Pleasant Valley 345kV transmission line,234,62.09
20083056,115.0,115-229 kV,3,,,,55,16.43
20105860,115.0,115-229 kV,3,,,,91,19.48
20151826,115.0,115-229 kV,6,2,,,81,8.3
20152107,115.0,115-229 kV,6,2,,,73,23.51
20152390,115.0,115-229 kV,6,2,,,107,11.04
20157801,345.0,345-499 kV,3,,,Gilboa - New Scotland 345kV transmission line,148,49.36
20173698,115.0,115-229 kV,3,,,,59,11.34
20177077,115.0,115-229 kV,3,,,,75,16.79
20180351,115.0,115-229 kV,3,,NYSEG,,44,9.83
20182169,138.0,115-229 kV,,,Long Island Power Authority,,64,14.2
20197259,115.0,115-229 kV,6,2,,,60,11.01
20198730,115.0,115-229 kV,6,2,,,17,5.47
20200073,345.0,345-499 kV,3,,Central Hudson Gas & Electric Corporation,Roseton - Hurley Avenue 345kV transmission line,182,46.39
20200182,115.0,115-229 kV,3,,,,41,11.85
20209326,345.0,345-499 kV,3,,Consolidated Edison,Leeds - Hurley Avenue 345kV transmission line,182,46.12
20651630,138.0,115-229 kV,6,2,Orange & Rockland,,11,1.31
20652091,115.0,115-229 kV,3,,,,48,8.76
20653850,115.0,115-229 kV,,2,,,86,19.11
20654301,115.0,115-229 kV,3,1,CHG&E,Rock Tavern – Sugarloaf 115kV transmission line,50,10.42
20654621,345.0,345-499 kV,6,2,,Rock Tavern – Ramapo 345kV transmission line,95,24.08
20655507,138.0,115-229 kV,6,2,Orange & Rockland,,46,12.26
20661979,115.0,115-229 kV,6,2,CHG&E,,24,4.98
20662935,345.0,345-499 kV,3,,Central Hudson Gas & Electric,Roseton - Rock Tavern Transmission Line,113,27.66
22824218,115.0,115-229 kV,3,,Eversource,Southwick - Atwater - Blandford 115kV transmission line,95,12.07
22965462,115.0,115-229 kV,3,,Eversource,Southwick - Atwater - Blandford 115kV transmission line,128,26.26
23465325,345.0,345-499 kV,3,,Consolidated Edison,Eastview - Buchanan,60,15.72
23465792,345.0,345-499 kV,6,2,Consolidated Edison,Dunwoodie - Pleasantville,143,27.5
23469638,115.0,115-229 kV,6,2,NYSEG,,21,3.77
23931361,138.0,115-229 kV,6,2,PPL,,148,24.21
23933320,230.0,230-344 kV,6,2,PPL,Siegfried - East Palmerton & Harwood,46,12.04
23934299,230.0,230-344 kV,3,,PPL,Quarry - Northwood,3,0.24
23934850,230.0,230-344 kV,6,2,,Quarry - Steel City,14,2.52
24168339,345.0,345-499 kV,6,2,Orange & Rockland,Ladentown - Bowline & West Haverstraw,35,7.93
24168351,138.0,115-229 kV,6,,Orange & Rockland,,32,5.42
25175473,230.0,230-344 kV,6,2,PPL,Northwood - Quarry & Martins Creek,4,0.64
31268105,345.0,345-499 kV,3,1,NYSEG,Pleasant Valley - Cricket Valley 345kV transmission line,61,23.35
32247073,138.0,115-229 kV,3,1,Orange & Rockland,,50,6.73
32618266,345.0,345-499 kV,6,2,Consolidated Edison,Ramapo - Ladentown & Buchanan,35,8.1
32618310,345.0,345-499 kV,3,,Consolidated Edison,Ladentown - Buchanan,3,0.22
32740421,345.0,345-499 kV,3,,,Ladentown - Buchanan,3,0.26
32740422,345.0,345-499 kV,3,,,Ramapo - Ladentown,4,0.31
33406184,115.0,115-229 kV,3,,Eversource,North Bloomfield - Farmington 115kV transmission line,127,18.75
33604883,115.0,115-229 kV,3,,National Grid,Harriman - Bear Swamp - Adams Transmission Line,182,19.65
33604885,115.0,115-229 kV,3,1,National Grid,Harriman - Bear Swamp - Adams 115kV transmission line,29,4.2
33604925,115.0,115-229 kV,3,1,National Grid,Adams - Partridge - Doreen 115kV transmission line,166,20.1
33610645,345.0,345-499 kV,3,,Eversource,Alps - Berkshire 345kV transmission line,128,23.39
42409256,230.0,230-344 kV,3,1,Public Service Enterprise Group,Readington to Roseland 230 kV transmission line,141,40.4
42409260,230.0,230-344 kV,3,,Public Service Enterprise Group,Roseland to Montville 230 kV transmission line,5,0.78
42563689,345.0,345-499 kV,6,,Eversource,Beseck - East Devon 345kV transmission line,27,4.87
42564863,115.0,115-229 kV,6,,United Illuminating Company,Southington - Mix Avenue - June Street - Devon 115kV transmission lines,8,0.96
42564866,115.0,115-229 kV,3,,United Illuminating Company,Southington - Mix Avenue - June Street 115kV transmission line,29,4.6
42688017,230.0,230-344 kV,3,1,Public Service Enterprise Group,Deans - Minue Street 230 kV transmission line,35,9.22
43050794,345.0,345-499 kV,3,,Eversource,345kV transmission line,4,0.49
43103797,345.0,345-499 kV,3,,Eversource,Millstone - Montville 345kV transmission line,84,14.43
43103805,345.0,345-499 kV,3,1,Eversource,Millstone - Haddam 345kV transmission line,239,41.25
43103806,345.0,345-499 kV,3,,Eversource,Millstone - Manchester 345kV transmission line,421,75.35
43124693,230.0,230-344 kV,12,4,Public Service Enterprise Group,Deans & Sewaren - Minue Street 230 kV transmission lines,10,2.38
43232168,500.0,500+ kV,3,1,Public Service Enterprise Group,Branchburg Sub PJM to Hopatcong Sub PJM 500KV,183,64.15
43710571,115.0,115-229 kV,6,2,Eversource,Buck Pond - Pochassic - Elm - Agawam 115kV transmission lines,14,2.22
43727452,345.0,345-499 kV,3,,Eversource,Agawam - North Bloomfield 345kV transmission line,54,10.11
46034656,345.0,345-499 kV,6,,,Dunwoodie - Sprain Brook,8,1.71
49810088,345.0,345-499 kV,9,,Eversource,Haddam - Haddam Neck - Scovill Rock - Beseck - Pratt & Whitney 345kV/115kV transmission lines,2,0.5
49810089,115.0,115-229 kV,3,,Eversource,Haddam - Pratt & Whitney 115kV transmission line,70,13.59
49810090,345.0,345-499 kV,3,,Eversource,Haddam Neck - Beseck 345kV transmission line,30,6.79
49810091,345.0,345-499 kV,3,,Eversource,Haddam Neck - Scovill Rock 345kV transmission line,29,6.84
49810092,115.0,115-229 kV,3,,Eversource,Haddam - Pratt & Whitney 115kV transmission line,28,4.57
49810093,345.0,345-499 kV,3,,Eversource,East Shore - Halvarsson - Scovill Rock 345kV transmission line,220,42.81
49810094,345.0,345-499 kV,3,,Eversource,Scovill Rock - Kleen 345kV transmission line,35,6.08
49810095,345.0,345-499 kV,3,,Eversource,Laurel Energy - Scovill Rock 345kV transmission line,28,5.22
49810099,345.0,345-499 kV,3,,Eversource,Haddam Neck - Beseck 345kV transmission line,101,19.95
49810100,345.0,345-499 kV,3,,Eversource,Scovill Rock - Southington 345kV transmission line,164,31.0
49810101,345.0,345-499 kV,3,,Eversource,Haddam Neck - Scovill Rock 345kV transmission line,8,0.98
54346365,230.0,230-344 kV,3,,FirstEnergy,Springfield-Gilbert 230kV Transmission Line,76,18.96
55343614,115.0,115-229 kV,4,,Met-Ed,Glendon-Hosensack,144,34.01
55503441,500.0,500+ kV,3,,PPL,Hosensack Sub PPL to Steel City Sub PPL 500KV,108,31.85
58265262,115.0,115-229 kV,3,,Eversource,Farmington - Newington - East New Britain 115kV transmission line,45,5.74
62142824,138.0,115-229 kV,6,,Long Island Power Authority,Holbrook - Ruland Road 138 kV Transmission Line,38,6.06
62142980,138.0,115-229 kV,6,,Long Island Power Authority,,76,15.5
62199060,138.0,115-229 kV,,,Long Island Power Authority,Holbrook - Ruland Road 138 kV Transmission Line,79,12.77
65355270,230.0,230-344 kV,6,2,Public Service Enterprise Group,Essex - Kearny Station & ?,8,1.33
65355271,230.0,230-344 kV,3,,Public Service Enterprise Group,Kearny - Turnpike,6,0.4
65355272,230.0,230-344 kV,3,,Public Service Enterprise Group,Essex - ? (P-2216),3,0.54
73568841,345.0,345-499 kV,6,2,,Sprain Brook - Eastview,68,14.96
73667413,138.0,115-229 kV,6,2,Consolidated Edison,,9,1.73
74203054,345.0,345-499 kV,12,4,Consolidated Edison,Buchanan - Millwood,48,14.24
74203245,345.0,345-499 kV,6,2,NYSEG,Wood St. - Pleasant Valley,158,44.91
76438627,115.0,115-229 kV,3,,Eversource,Newington - Berlin 115kV transmission line,85,11.28
76438685,115.0,115-229 kV,3,,Eversource,Farmington - Newington - East New Britain 115kV transmission line,40,5.57
79211816,115.0,115-229 kV,3,,,,3,0.09
79211817,115.0,115-229 kV,3,,,,3,0.08
79211822,345.0,345-499 kV,6,2,New York Power Authority,Marcy South (Rock Tavern - Coopers Corners),85,19.75
82789650,115.0,115-229 kV,6,2,,Menands - Reynolds Road 115kV transmission line,16,2.61
83126783,138.0,115-229 kV,,,Long Island Power Authority,,117,17.06
83126787,138.0,115-229 kV,,,Long Island Power Authority,,22,5.34
83135869,138.0,115-229 kV,,,Long Island Power Authority,,46,9.93
83157532,138.0,115-229 kV,,,Long Island Power Authority,,13,1.8
83157535,138.0,115-229 kV,,,Long Island Power Authority,,12,1.77
83171713,138.0,115-229 kV,,,Long Island Power Authority,,63,14.37
83179365,138.0,115-229 kV,,,Long Island Power Authority,,20,1.95
83179372,138.0,115-229 kV,,,Long Island Power Authority,,31,2.88
83179641,138.0,115-229 kV,,,Long Island Power Authority,,44,4.15
83181814,138.0,115-229 kV,,,Long Island Power Authority,,64,6.14
83188626,138.0,115-229 kV,,,Long Island Power Authority,138kV Transmission line,141,21.26
83205525,138.0,115-229 kV,,,Long Island Power Authority,Roslyn - Glenwood 138 kV Transmission Line,46,7.02
83213689,138.0,115-229 kV,,,Long Island Power Authority,,35,7.41
83238707,138.0,115-229 kV,,,Long Island Power Authority,,27,5.27
83238710,138.0,115-229 kV,,,Long Island Power Authority,,39,6.52
83256552,138.0,115-229 kV,,,Long Island Power Authority,East Garden City - Roslyn 138 kV Transmission Line,30,4.52
83257245,138.0,115-229 kV,,,Long Island Power Authority,East Garden City - Roslyn 138 kV Transmission Line,19,2.39
83376768,138.0,115-229 kV,,,Long Island Power Authority,Holbrook - Ronkonkoma 138kV Transmission Line,23,3.11
83405530,138.0,115-229 kV,,,Long Island Power Authority,,69,10.56
83418635,138.0,115-229 kV,,,Long Island Power Authority,,4,0.39
83418643,138.0,115-229 kV,,,Long Island Power Authority,,5,0.37
83477301,138.0,115-229 kV,,,Long Island Power Authority,,8,0.62
83527113,138.0,115-229 kV,,,Long Island Power Authority,,51,4.01
83527148,138.0,115-229 kV,,,Long Island Power Authority,,23,2.08
83527150,138.0,115-229 kV,3,,Long Island Power Authority,,18,1.87
83527166,138.0,115-229 kV,,,Long Island Power Authority,,18,2.02
83530281,138.0,115-229 kV,,,Long Island Power Authority,,69,3.86
83533044,138.0,115-229 kV,,,Long Island Power Authority,,21,1.71
83533051,138.0,115-229 kV,3,1,Long Island Power Authority,,69,5.29
83601538,138.0,115-229 kV,6,2,Long Island Power Authority,,6,0.35
83602901,138.0,115-229 kV,,,Long Island Power Authority,,31,2.46
86249381,345.0,345-499 kV,6,2,NYSEG,East Fishkill - Wood Street 345kV transmission lines,92,25.21
86250223,345.0,345-499 kV,6,2,,Pleasantville - Wood Street,124,25.69
86251099,345.0,345-499 kV,6,2,NYSEG,Pleasant Valley - East Fishkill 345kV transmission lines,65,19.08
86296289,115.0,115-229 kV,3,,National Grid,Webster Street Tap,24,2.76
87215747,115.0,115-229 kV,3,,National Grid,Millbury #2 - Webster Street Junction 115kV transmission line,89,11.07
94783941,230.0,230-344 kV,6,2,Public Service Enterprise Group,Branchburg - Somerville & Bridgewater 230kV transmission lines,38,8.17
94783947,230.0,230-344 kV,6,,Public Service Enterprise Group,Fanwood - Roseland,91,23.09
94808843,230.0,230-344 kV,3,,Public Service Enterprise Group,,18,3.18
94808844,230.0,230-344 kV,3,,Public Service Enterprise Group,,16,3.21
95148190,500.0,500+ kV,3,1,Public Service Enterprise Group,Deans Sub PJM to Branchburg Sub PJM 500KV,108,31.98
95200266,230.0,230-344 kV,3,,Public Service Enterprise Group,Cedar - Cedar Grove,3,0.23
95200636,230.0,230-344 kV,6,2,Public Service Enterprise Group,West Caldwell - Kingsland & Cook Rd.,66,16.42
95201301,230.0,230-344 kV,3,,Public Service Enterprise Group,,7,0.08
95201302,230.0,230-344 kV,3,,Public Service Enterprise Group,Clifton - Athenia,3,0.11
95421675,500.0,500+ kV,3,,PPL,Alburtis Sub PPL to Hosensack Sub PPL 500KV,25,7.6
95450537,230.0,230-344 kV,3,,PPL,Hosensack - Wescosville,55,15.7
95565350,115.0,115-229 kV,6,2,Met-Ed,Glendon-Gilbert 115kV transmission line,84,19.15
95656858,230.0,230-344 kV,3,,PPL,Siegfried-Martins Creek,100,35.7
95656860,230.0,230-344 kV,6,2,PPL,Siegfried-Martins Creek & Martins Creek - Monroe,75,21.46
95668153,115.0,115-229 kV,6,,,,19,4.33
95715751,230.0,230-344 kV,3,,Public Service Enterprise Group,NJT Meadows - Kingsland,2,0.06
95730902,230.0,230-344 kV,6,2,Public Service Enterprise Group,Marion - Belleville & Kingsland - Cook Rd.,10,2.23
95789154,230.0,230-344 kV,6,2,Jersey Central Power and Light,Main Tap Point to West Wharton/DOT West Wharton,27,6.96
95794463,230.0,230-344 kV,3,1,Jersey Central Power and Light,Gibert - Tewksbury,2,0.1
95795285,230.0,230-344 kV,6,2,Jersey Central Power and Light,Glen Gardner - Tewksbury,48,12.84
95806871,500.0,500+ kV,3,1,PPL,Alburtis Sub PPL to Branchburg Sub PJM 500KV,112,40.53
95847552,345.0,345-499 kV,6,2,,South Mahwah - Ramapo,44,8.38
95894477,230.0,230-344 kV,6,2,Public Service Enterprise Group,Woodbridge - Lafayette Road,11,2.63
95895875,230.0,230-344 kV,9,3,Public Service Enterprise Group,Deans - Meadow Road,14,2.43
95927661,138.0,115-229 kV,6,2,Orange & Rockland,,15,2.79
95933898,230.0,230-344 kV,9,3,Public Service Enterprise Group,Brunswick - Meadow Road,54,7.96
96321732,115.0,115-229 kV,6,2,Eversource,Plumtree - Ridgefield - Peaceable - Wilton 115kV transmission lines,27,3.23
101892509,115.0,115-229 kV,3,,Eversource,Northeast Simsbury - Canton 115kV transmission line,102,15.96
108321048,138.0,115-229 kV,3,1,,,9,0.38
108321053,138.0,115-229 kV,3,1,,,3,0.04
112384799,115.0,115-229 kV,3,,Eversource,Franklin Drive - Campville - Canton 115kV transmission line,127,17.79
115767033,345.0,345-499 kV,3,1,National Grid,Besicorp Empire – Reynolds Road 345 kV transmission line,54,10.6
115767038,115.0,115-229 kV,6,2,National Grid,,24,4.81
115794743,115.0,115-229 kV,6,1,,,45,7.68
134841535,115.0,115-229 kV,3,1,National Grid,Millbury #2 - North Oxford - Carpenter Hill 115kV transmission line,211,25.37
134841537,345.0,345-499 kV,3,1,National Grid,Carpenter Hill - Millbury #3 345kV transmission line,196,25.54
135200089,345.0,345-499 kV,3,1,Eversource,Ludlow - Northfield 345kV transmission line,264,47.18
135566538,345.0,345-499 kV,3,1,Eversource,Berkshire - Northfield Mountain 345kV transmission line,322,59.21
135690751,115.0,115-229 kV,6,,United Illuminating Company,North Haven - Sackett - Quinnipiac - Grand Avenue 115kV transmission lines,42,4.42
135690752,115.0,115-229 kV,6,,United Illuminating Company,North Haven - Quinnipiac - Grand Avenue 115kV transmission lines,14,1.48
135690753,115.0,115-229 kV,6,,United Illuminating Company,Sackett - Quinnipiac - Grand Avenue 115kV transmission lines,18,1.68
137550275,115.0,115-229 kV,6,,National Grid,Harriman - French King - Erving - Wendell Depot - Barre - Treasure Valley - Paxton - Stafford St - Webster Street - Millbury #2 115kV transmission lines,70,14.22
138746099,115.0,115-229 kV,3,1,National Grid,Carpenter Hill - West Charlton - Little Rest Road - Palmer 115kV transmission line,214,28.12
138746113,115.0,115-229 kV,3,1,National Grid,West Charlton Tap,5,0.11
139232227,345.0,345-499 kV,3,,Eversource,Manchester - Barbour Hill 345kV transmission line,55,8.64
139233791,345.0,345-499 kV,3,,Eversource,Manchester - Card 345kV transmission line,8,1.33
139249556,115.0,115-229 kV,3,1,Eversource,Cadwell - Fairmont 115kV transmission line,14,2.11
139249558,115.0,115-229 kV,3,1,Eversource,Shawinigan - Fairmont 115kV transmission line,43,7.44
139249559,115.0,115-229 kV,3,1,Eversource,Ludlow - Cadwell 115kV transmission line,3,0.26
139249560,115.0,115-229 kV,3,1,Eversource,Ludlow - Orchard 115kV transmission line,3,0.29
139249561,115.0,115-229 kV,3,1,Eversource,Piper - Agawam 115kV transmission line,35,5.85
139249562,345.0,345-499 kV,6,2,Eversource,Ludlow - Chicopee - Agawam 345kV/115kV transmission lines,20,3.77
139249563,115.0,115-229 kV,6,2,Eversource,Cadwell - Fairmont - Chicopee 115kV transmission lines,10,1.92
139249564,115.0,115-229 kV,6,2,Eversource,Ludlow - Orchard - Cadwell 115kV transmission lines,26,3.73
139250952,115.0,115-229 kV,3,,Eversource,Agawam - Silver - South Agawam 115kV transmission line,33,5.31
139541389,115.0,115-229 kV,3,1,Eversource,Manchester - Hopewell 115kV transmission line,60,8.16
139560430,115.0,115-229 kV,3,,Eversource,Manchester - Hopewell 115kV transmission line,13,1.75
139630845,345.0,345-499 kV,3,,National Grid,Knickerbocker - Alps,161,27.91
139636326,115.0,115-229 kV,6,2,Eversource,Doreen - Berkshire 115kV transmission lines,46,7.53
139636833,115.0,115-229 kV,6,2,Eversource,Buck Pond - Atwater - Pochassic - Agawam 115kV transmission lines,14,2.0
139636849,115.0,115-229 kV,3,1,Eversource,Gunn - Ingleside - Buck Pond 115kV transmission line,56,8.63
139637109,115.0,115-229 kV,3,1,Eversource,West Springfield - Agawam 115kV transmission line,28,4.23
139730004,345.0,345-499 kV,3,,Eversource,Manchester - Kleen 345kV transmission line,135,26.85
139788674,115.0,115-229 kV,6,,,,6,1.06
139880161,230.0,230-344 kV,3,,National Grid,,9,1.31
139880164,230.0,230-344 kV,3,,National Grid,,9,1.3
139886596,345.0,345-499 kV,3,,Eversource,Beseck - Southington 345kV transmission line,5,0.41
139886597,345.0,345-499 kV,6,,Eversource,Beseck - North Wallingford - East Meriden - Southington 345kV/115kV transmission lines,9,1.67
139886598,345.0,345-499 kV,3,1,Eversource,Beseck - Southington 345kV transmission line,95,17.02
139886602,345.0,345-499 kV,3,,Eversource,Haddam Neck - Beseck 345kV transmission line,4,0.41
139886604,345.0,345-499 kV,6,,Eversource,Haddam Neck - East Meriden - Haddam - Beseck 345kV/115kV transmission lines,9,1.65
139886607,115.0,115-229 kV,3,,Eversource,North Wallingford - East Meriden 115kV transmission line,8,0.9
139886608,115.0,115-229 kV,3,,Eversource,East Meriden - Haddam 115kV transmission line,6,1.22
139886609,115.0,115-229 kV,3,,Eversource,North Wallingford - East Meriden 115kV transmission line,4,0.34
139890744,345.0,345-499 kV,3,1,Eversource,Long Mountain - Frost Bridge 345kV transmission line,159,33.25
140027087,115.0,115-229 kV,6,2,Eversource,Southington - Chippen Hill - Bristol - Thomaston 115kV transmission lines,7,1.39
140027090,115.0,115-229 kV,3,,Eversource,Southington - Chippen Hill - Bristol 115kV transmission line,27,4.45
140027094,115.0,115-229 kV,6,,Eversource,Southington - Forestville - Bristol 115kV transmission lines,17,2.06
140027098,115.0,115-229 kV,3,1,Eversource,Southington - Hanover - Colony 115kV transmission line,2,0.04
140027099,115.0,115-229 kV,3,1,Eversource,Southington - Mix Avenue - June Street 115kV transmission line,2,0.03
140027100,115.0,115-229 kV,6,,Eversource,Southington - Hanover - Colony - Mix Avenue - June Street 115kV transmission lines,34,7.11
140027105,115.0,115-229 kV,3,,Eversource,Southington - Wallingford 115kV transmission line,86,17.42
140027113,115.0,115-229 kV,3,,Eversource,Southington - Chippen Hill - Bristol 115kV transmission line,34,5.58
140027117,115.0,115-229 kV,3,,Eversource,Chippen Hill - Thomaston 115kV transmission line,59,9.42
140041767,115.0,115-229 kV,3,,Eversource,Barbour Hill - Rockville 115kV transmission line,38,5.58
140041775,115.0,115-229 kV,6,,Eversource,Barbour Hill - Windsor Locks 115kV transmission line,74,11.45
140041782,115.0,115-229 kV,3,,Eversource,Manchester - Barbour Hill 115kV transmission line,45,6.81
140041788,345.0,345-499 kV,6,2,Eversource,Manchester - Barbour Hill - Rood Avenue 345kV/115kV transmission lines,16,3.2
140041793,345.0,345-499 kV,3,,Eversource,Manchester - North Bloomfield 345kV transmission line,51,8.52
140041799,115.0,115-229 kV,3,,Eversource,South Windsor - Barbour Hill 115kV transmission line,26,3.47
140041809,115.0,115-229 kV,3,,Eversource,Manchester - South Windsor 115kV transmission line,26,3.46
140089183,115.0,115-229 kV,3,1,Eversource,Orchard - Cadwell 115kV transmission line,11,1.22
140089335,115.0,115-229 kV,3,1,Eversource,Ludlow - Orchard 115kV transmission line,14,1.55
140089570,115.0,115-229 kV,3,1,Eversource,Shawinigan - Masspower 115kV transmission line,2,0.44
140089624,115.0,115-229 kV,3,1,Eversource,Shawinigan - Masspower 115kV transmission line,2,0.44
140089629,115.0,115-229 kV,3,1,Eversource,Shawinigan - Masspower 115kV transmission line,2,0.44
140111504,345.0,345-499 kV,3,,Consolidated Edison,Leeds - New Scotland 345kV transmission line,174,41.48
140111515,345.0,345-499 kV,3,,Consolidated Edison,Leeds - New Scotland 345kV transmission line,178,41.68
140119624,115.0,115-229 kV,3,1,,Greenbush - Stephentown 115kV transmission line,149,16.65
140122595,115.0,115-229 kV,6,2,,,12,1.21
140122599,115.0,115-229 kV,6,2,,,50,7.64
140122604,115.0,115-229 kV,,,,,3,0.14
140155927,345.0,345-499 kV,6,,Eversource,Manchester - Card - Hopewell 345kV/115kV transmission lines,6,1.28
140171126,345.0,345-499 kV,3,,Eversource,Beseck - East Devon 345kV transmission line,55,9.55
140171175,115.0,115-229 kV,3,1,Eversource,Branford Railroad - Branford 115kV transmission line,21,3.81
140171187,115.0,115-229 kV,3,,Eversource,North Haven - Branford 115kV transmission line,91,16.69
140172010,115.0,115-229 kV,6,,United Illuminating Company,East Shore - Branford Railroad - Branford 115kV transmission lines,3,0.22
140175140,115.0,115-229 kV,3,,Eversource,Canal - Southington 115kV transmission line,25,2.88
140175164,115.0,115-229 kV,6,2,Eversource,Frost Bridge - Shaws Hill - Freight Street 115kV transmission lines,14,2.46
140179014,345.0,345-499 kV,3,1,Eversource,,4,0.08
140182333,115.0,115-229 kV,2,,Eversource,Torrington Terminal - Campville 115kV transmission line,36,6.0
140259931,115.0,115-229 kV,3,,,,52,9.12
140259932,115.0,115-229 kV,3,,,,83,13.73
140291605,345.0,345-499 kV,3,,Eversource,Long Mountain - Plumtree 345kV transmission line,6,0.86
140291609,345.0,345-499 kV,3,1,Eversource,Long Mountain - Plumtree 345kV transmission line,54,8.86
140291632,115.0,115-229 kV,3,,Eversource,Carmel Hill - Rocky River 115kV transmission line,93,17.79
140291643,115.0,115-229 kV,3,,Eversource,Rocky River - West Brookfield 115kV transmission line,29,4.25
140295772,345.0,345-499 kV,6,,Eversource,Long Mountain - Rocky River - West Brookfield - Plumtree 345kV/115kV transmission lines,3,0.39
140295780,115.0,115-229 kV,3,,Eversource,Rocky River - West Brookfield 115kV transmission line,6,0.86
140295787,345.0,345-499 kV,6,,Eversource,Long Mountain - Rocky River - West Brookfield - Plumtree 345kV/115kV transmission lines,21,4.56
140300406,115.0,115-229 kV,3,,Eversource,Triangle - Plumtree 115kV transmission line,18,2.77
140300408,115.0,115-229 kV,3,,Eversource,Newtown - Plumtree 115kV transmission line,64,9.58
140300409,115.0,115-229 kV,3,,Eversource,Plumtree - Ridgefield - Peaceable 115kV transmission line,9,1.2
140300410,115.0,115-229 kV,3,,Eversource,Sandy Hook - Newtown 115kV transmission line,41,6.04
140304010,115.0,115-229 kV,3,,Eversource,Campville - Thomaston 115kV transmission line,56,9.26
140304011,115.0,115-229 kV,3,,Eversource,Frost Bridge - Carmel Hill 115kV transmission line,89,15.87
140304012,115.0,115-229 kV,3,,Eversource,Campville - Frost Bridge 115kV transmission line,105,16.52
140311238,115.0,115-229 kV,3,,Eversource,Wilton - Norwalk 115kV transmission line,27,3.2
140311239,115.0,115-229 kV,3,,Eversource,Ridgefield - Peaceable - Wilton 115kV transmission line,63,8.04
140334530,115.0,115-229 kV,3,,Eversource,Southington - Mix Avenue - June Street 115kV transmission line,46,7.37
140334532,345.0,345-499 kV,3,,Eversource,Beseck - East Devon 345kV transmission line,3,0.34
140334533,115.0,115-229 kV,3,,Eversource,Wallingford - Devon 115kV transmission line,5,0.67
140334534,115.0,115-229 kV,3,,United Illuminating Company,June Street - Devon 115kV transmission line,2,0.17
140334536,345.0,345-499 kV,6,,Eversource,Beseck - Southington - Mix Avenue - June Street - East Devon 345kV/115kV transmission lines,3,0.34
140334537,115.0,115-229 kV,6,,Eversource,Wallingford - June Street - Devon 115kV transmission lines,34,5.56
140334539,115.0,115-229 kV,3,,Eversource,Southington - Mix Avenue - June Street 115kV transmission line,4,0.5
140383644,115.0,115-229 kV,3,,Eversource,East Meriden - Haddam 115kV transmission line,11,1.61
140383645,345.0,345-499 kV,6,,Eversource,East Meriden - Haddam - Beseck 345kV/115kV transmission lines,14,2.36
140383646,345.0,345-499 kV,6,,Eversource,East Meriden - Haddam - Beseck 345kV/115kV transmission lines,26,5.25
140383659,115.0,115-229 kV,3,,Eversource,East Meriden - Haddam 115kV transmission line,5,0.63
140383661,115.0,115-229 kV,3,,Eversource,Dooley - Westside 115kV transmission line,93,14.66
140383662,345.0,345-499 kV,3,,Eversource,Haddam - Beseck 345kV transmission line,15,2.25
140386355,115.0,115-229 kV,3,,Eversource,Westside - Berlin 115kV transmission line,91,12.64
140404120,345.0,345-499 kV,3,,Eversource,Killingly - Lake Road 345kV transmission line,7,0.91
140404146,115.0,115-229 kV,6,,Eversource,Tunnel - Frybrook - Canterbury - Brooklyn - Killingly 115kV transmission lines,3,0.36
140404150,115.0,115-229 kV,3,,Eversource,Canterbury - Killingly Transmission Line,50,8.72
140404156,115.0,115-229 kV,3,,Eversource,Tunnel - Frybrook - Brooklyn - Killingly Transmission Line,51,8.71
140411101,115.0,115-229 kV,6,,Eversource,Montville - Card - Bean Hill - Lisbon - Tunnel 115kV transmission lines,21,3.74
140415424,115.0,115-229 kV,3,,Eversource,Montville - Buddington - Mystic 115kV transmission line,101,17.36
140435404,115.0,115-229 kV,3,,Eversource,Montville - Card - Lisbon - Tunnel 115kV transmission line,17,1.4
140435424,115.0,115-229 kV,3,,Eversource,Montville - Dudley Street - Bean Hill 115kV transmission line,21,2.33
140435430,115.0,115-229 kV,3,,Eversource,Fort Hill Farms - Stockhouse Road 115kV transmission line,79,12.11
140435432,115.0,115-229 kV,3,,Eversource,Montville - Card - Lisbon - Tunnel 115kV transmission line,130,20.17
140435434,115.0,115-229 kV,3,,Eversource,Montville - Card - Lisbon - Tunnel 115kV transmission line,78,15.31
140435445,115.0,115-229 kV,3,,Eversource,Montville - Buddington - Mystic 115kV transmission line,33,5.68
140435446,115.0,115-229 kV,6,,Eversource,Montville - Card - Lisbon - Buddington - Tunnel - Mystic 115kV transmission lines,4,0.58
