Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Status,Technology,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Operating Month,Operating Year,Nameplate Energy Capacity (MWh),Maximum Charge Rate (MW),Maximum Discharge Rate (MW),Storage Technology 1,Storage Technology 2,Storage Technology 3,Storage Technology 4,Nameplate Reactive Power Rating,Storage Enclosure Type,Arbitrage,Frequency Regulation,Load Following,Ramping / Spinning Reserve,Co-Located Renewable Firming,Transmission and Distribution Deferral,System Peak Shaving,Load Management,Voltage or Reactive Power Support,Backup Power,Excess Wind and Solar Generation,AC Coupled,DC Coupled,DC Tightly Coupled,Independent,Direct Support of Another Unit,Direct Support Plant ID 1,Direct Support Gen ID 1,Direct Support Plant ID 2,Direct Support Gen ID 2,Direct Support Plant ID 3,Direct Support Gen ID 3,Support T&D Asset
62046,"High Lonesome Wind Power, LLC",62562,"High Lonesome Wind Power, LLC Hybrid",TX,Upton,BA,OP,Batteries,BA,IPP Non-CHP,2,63.3,51.0,51.0,6,2023,81,51.1,51.1,LIB,,,,81.3,CS,PR,Y,,,,,,,Y,,,,,,,N, ,, ,, ,,N
14328,Pacific Gas & Electric Co.,62564,Elkhorn Battery Energy Storage System,CA,Monterey,ELKHO,OP,Batteries,BA,Electric Utility,1,182.5,182.5,182.5,4,2022,730,182.5,182.5,LIB,,,,60,CS,Y,PR,,Y,,,,,,,,,,,,N, ,, ,, ,,N
12341,MidAmerican Energy Co,62569,Knoxville Battery Energy Storage,IA,Marion,ES1,OP,Batteries,BA,Electric Utility,1,1.1,1.1,1.1,12,2018,4,1.1,1.1,LIB,,,,1.1,CS,PR,,,,,,,,,,,,,,,N, ,, ,, ,,N
11806,Massachusetts Mun Wholes Electric Co,62585,Beebe Substation Battery Storage,MA,Middlesex,WAKFD,OP,Batteries,BA,Electric Utility,1,3.0,3.0,3.0,3,2019,3,3,3,LIB,,,,3,CT,,,,,,,PR,,,,,,,,,N, ,, ,, ,,N
59497,Eversource,62604,Outer Cape Community Battery,MA,Barnstable,OCESS,OP,Batteries,BA,IPP Non-CHP,2,25.0,25.0,25.0,12,2022,38,10,25,LIB,,,,16.5,BL,,,,,,,Y,,Y,PR,,,,,,N, ,, ,, ,,Y
16604,City of San Antonio - (TX),62609,Commerce ESS,TX,Bexar,BA1,OP,Batteries,BA,Electric Utility,1,10.0,10.0,10.0,6,2019,10,10,10,LIB,,,,10,CS,Y,Y,PR,,,,,,,,,,,,,N, ,, ,, ,,N
62109,"Searcy Solar, LLC",62617,Searcy Solar Hybrid,AR,White,SEABT,OP,Batteries,BA,Electric Utility,1,10.0,10.0,10.0,1,2022,30,10,10,LIB,,,,7.8,CS,,,,,,,Y,,,,PR,,Y,,,Y,62617,SEARC, ,, ,,N
62122,"Minuteman Energy Storage, LLC",62644,Minuteman Energy Storage,MA,Middlesex,MMES,OP,Batteries,BA,IPP Non-CHP,2,5.0,5.0,5.0,5,2019,10,5,5,LIB,,,,5,CS,,,,,,,PR,Y,,,,,,,,N, ,, ,, ,,N
63359,"REA Investments, LLC",62652,Happy Hollow CSG Hybrid,MA,Worcester,HHESS,OP,Batteries,BA,IPP Non-CHP,2,3.3,3.3,3.3,10,2019,6.6,3.3,3.3,LIB,,,,3.3,CS,,PR,,Y,,,,,,,Y,,,Y,,Y,62652,HHPV, ,, ,,N
61204,"Today's Power, Inc.",62682,Noland Wastewater Treatment Plant Hybrid,AR,Washington,FAYEB,OP,Batteries,BA,Commercial Non-CHP,4,6.0,6.0,6.0,7,2019,13.1,6,6,LIB,,,,6,BL,,,,,,,PR,,,,Y,Y,,,,Y,62682,FAYE1, ,, ,,N
61204,"Today's Power, Inc.",62683,Westside Wastewater Treatment Plant Hybr,AR,Washington,FAYWB,OP,Batteries,BA,Commercial Non-CHP,4,6.0,6.0,6.0,7,2019,13.1,6,6,LIB,,,,6,BL,,,,,,,PR,,,,Y,Y,,,,Y,62683,FAYW1, ,, ,,N
56769,Consolidated Edison Development Inc.,62695,CED Northampton Solar LLC Hybrid,MA,Hampshire,NSES,OP,Batteries,BA,IPP Non-CHP,2,2.3,2.3,2.3,12,2020,4.9,2,2,LIB,,,,2,CS,,,,,PR,,Y,,,,Y,Y,,,,Y,62695,NSMA, ,, ,,N
40215,"Cordova Electric Coop, Inc",62714,Eyak Service Center BESS,AK,Valdez Cordova,BESS1,OP,Batteries,BA,Electric Utility,1,1.0,1.0,1.0,8,2019,0.9,1,1,LIB,,,,0.8,CS,,PR,Y,Y,,,Y,Y,Y,,,,,,,N, ,, ,, ,,N
62652,"East Hampton Energy Storage Center, LLC",62733,East Hampton Energy Storage Center,NY,Suffolk,BEH,OP,Batteries,BA,IPP Non-CHP,2,5.0,5.0,5.0,8,2018,40,5,5,LIB,,,,5,BL,Y,,,Y,,,Y,PR,Y,,,,,,,N, ,, ,, ,,N
62651,"Montauk Energy Storage Center, LLC",62734,Montauk Energy Storage Center,NY,Suffolk,BME,OP,Batteries,BA,IPP Non-CHP,2,5.0,5.0,5.0,2,2019,40,5,5,LIB,,,,0.7,BL,,,,,,,Y,PR,,,,,,,,N, ,, ,, ,,N
62668,"Wheatridge Wind Holdings, LLC",62745,Wheatridge Hybrid,OR,Morrow,BTRY,OP,Batteries,BA,IPP Non-CHP,2,30.0,30.0,30.0,3,2022,120,30,30,LIB,,,,30,CS,,,,,,,,,,,PR,,Y,,,Y,62745,SOLAR, ,, ,,N
61728,GlidePath Power Operations LLC,62753,Prospect Storage,TX,Brazoria,BESS,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,1,2020,10,9.9,9.9,LIB,,,,3.3,CS,Y,Y,,PR,,,,,,,,,,,,N, ,, ,, ,,N
61420,ENGIE Storage Services NA LLC,62754,San Diego International Airport BESS,CA,San Diego,BA,OP,Batteries,BA,Commercial Non-CHP,4,2.0,2.0,2.0,6,2021,4,2,2,LIB,,,,2,CS,Y,,PR,,,,Y,,,,,Y,,,,N, ,, ,, ,,N
61522,"Viridity Energy Solutions, Inc.",62801,Vallecito,CA,Santa Barbara,ORN34,OP,Batteries,BA,IPP Non-CHP,2,10.0,10.0,10.0,2,2021,10,10,10,LIB,,,,10,CS,PR,Y,,,,,,,,,,,,,,N, ,, ,, ,,N
63332,Acushnet,62835,Acushnet Ball Plant 2,MA,Bristol,ESS-1,OA,Batteries,BA,Industrial Non-CHP,6,1.0,1.0,1.0,6,2019,2,1,1,LIB,,,,1,CS,,Y,,,,,PR,,,,,,,,,N, ,, ,, ,,N
63332,Acushnet,62835,Acushnet Ball Plant 2,MA,Bristol,ESS-2,OA,Batteries,BA,Industrial Non-CHP,6,0.5,0.5,0.5,6,2019,1,0.5,0.5,LIB,,,,0.5,CS,,Y,,,,,PR,,,,,,,,,N, ,, ,, ,,N
4226,Consolidated Edison Co-NY Inc,62839,98th Street Battery Storage Station,NY,Queens,ESS98,OP,Batteries,BA,Electric Utility,1,2.0,1.5,1.5,6,2021,12,1,1.5,LIB,,,,1.5,CS,,,,,,,PR,,,,,,,,,N, ,, ,, ,,Y
62707,Marengo Battery Storage LLC,62856,Marengo Battery Storage LLC,IL,McHenry,MBSS,OS,Batteries,BA,IPP Non-CHP,2,20.0,20.0,20.0,12,2018,20,20,20,LIB,,,,23.4,CS,,PR,,,,,,,,,,,,,,N, ,, ,, ,,N
15470,"Duke Energy Indiana, LLC",62862,Nabb Battery Energy Storage System,IN,Clark,ES1,OP,Batteries,BA,Electric Utility,1,5.0,5.0,5.0,12,2020,5,5,5,LIB,,,,5,CS,,PR,,,,,,,,,,,,,,N, ,, ,, ,,N
62747,Acorn I Energy Storage LLC,62874,Acorn I Energy Storage LLC,CA,Ventura,ACOR1,OP,Batteries,BA,IPP Non-CHP,2,2.0,2.0,2.0,4,2021,6,2,2,LIB,,,,3,CS,PR,Y,,,,,,,,,,,,,,N, ,, ,, ,,N
62748,Wildcat I Energy Storage LLC,62875,Wildcat I Energy Storage LLC,CA,Riverside,WILD1,OP,Batteries,BA,IPP Non-CHP,2,3.0,3.0,3.0,11,2021,12,3,3,LIB,,,,3,CS,PR,Y,,,,,,,,,,,,,,N, ,, ,, ,,N
62763,Hecate Energy Johanna Facility LLC,62889,Hecate Energy Johanna Facility,CA,Orange,HEGJF,OP,Batteries,BA,IPP Non-CHP,2,10.0,10.0,10.0,10,2021,40,10,10,LIB,,,,0.5,CS,PR,Y,,,,,Y,,,,,,,,,N, ,, ,, ,,N
62763,Hecate Energy Johanna Facility LLC,62889,Hecate Energy Johanna Facility,CA,Orange,HJFII,OP,Batteries,BA,IPP Non-CHP,2,10.0,10.0,10.0,10,2021,40,10,10,LIB,,,,0.5,CS,PR,Y,,,,,Y,,,,,,,,,N, ,, ,, ,,N
61522,"Viridity Energy Solutions, Inc.",62907,Hinesburg,VT,Chittenden,VEC,OP,Batteries,BA,IPP Non-CHP,2,1.9,1.9,1.9,9,2019,1.9,1.9,1.9,LIB,,,,1.9,CS,,PR,,,,,,,,,,,,,,N, ,, ,, ,,N
62731,"Gopher Energy Storage, LLC",62908,Anoka BESS,MN,Anoka,BA,OP,Batteries,BA,IPP Non-CHP,2,6.0,6.0,6.0,12,2018,12,6,6,LIB,,,,4.9,CS,,,,,,Y,PR,,,,,,,,,N, ,, ,, ,,N
62731,"Gopher Energy Storage, LLC",62937,Athens BESS,MN,Isanti,BA,OP,Batteries,BA,IPP Non-CHP,2,6.0,6.0,6.0,12,2018,12,6,6,LIB,,,,4.9,CS,,,,,,,PR,,,,,,,,,N, ,, ,, ,,N
49893,Invenergy Services LLC,62964,El Sol BESS,AZ,Maricopa,EL50M,OP,Batteries,BA,IPP Non-CHP,2,50.0,50.0,50.0,2,2023,50,50,50,LIB,,,,9.4,CS,PR,,,,,,Y,,,,,,,,,N, ,, ,, ,,N
62812,"Syncarpha Tewksbury, LLC",62968,Syncarpha Tewksbury Hybrid CSG,MA,Middlesex,SYTKB,OP,Batteries,BA,IPP Non-CHP,2,2.0,2.0,2.0,2,2022,4,2,2,LIB,,,,0.6,CT,Y,,,Y,,,Y,,,,PR,Y,,,,Y,62968,SYTKS, ,, ,,N
62826,"Syncarpha Puddon I, LLC",62969,Syncarpha Puddon I Hybrid CSG,MA,Worcester,SYP1B,OP,Batteries,BA,IPP Non-CHP,2,4.0,4.0,4.0,3,2021,8,4,4,LIB,,,,1.2,CT,Y,,,Y,,PR,Y,,,,Y,Y,,,,Y,62969,SYP1S, ,, ,,N
62827,"Syncarpha Puddon II, LLC",62970,Syncarpha Puddon II Hybrid CSG,MA,Worcester,SYP2B,OP,Batteries,BA,IPP Non-CHP,2,4.0,4.0,4.0,3,2021,8,4,4,LIB,,,,1.2,CT,Y,,,Y,,PR,Y,,,,Y,Y,,,,Y,62970,SYP2S, ,, ,,N
62813,"Syncarpha Westminster, LLC",62971,Syncarpha Westminster Hybrid CSG,MA,Worcester,SYWEB,OP,Batteries,BA,IPP Non-CHP,2,2.9,2.9,2.9,2,2023,6,2.9,2.9,NIB,,,,1.8,CT,Y,,,Y,,,Y,,,,PR,Y,,,,Y,62971,SYWES, ,, ,,N
62814,"Syncarpha Leicester, LLC",62972,Syncarpha Leicester Hybrid CSG,MA,Worcester,SYLEB,OP,Batteries,BA,IPP Non-CHP,2,2.0,2.0,2.0,6,2021,4.2,2,2,NIB,,,,1.2,CT,Y,,,Y,,,Y,,,,PR,,Y,,,Y,62972,SYLES, ,, ,,N
62819,"Syncarpha Halifax, LLC",62973,Syncarpha Halifax Hybrid CSG,MA,Plymouth,SYHAB,OP,Batteries,BA,IPP Non-CHP,2,1.6,1.6,1.6,12,2020,3.2,1.6,1.6,NIB,,,,1,CT,Y,,,Y,,,Y,,,,PR,Y,,,,Y,62973,SYHAS, ,, ,,N
62820,"Syncarpha Millbury, LLC",62974,Syncarpha Millbury Hybrid (CSG),MA,Worcester,SYMIB,OP,Batteries,BA,IPP Non-CHP,2,3.8,3.8,3.8,2,2023,7.9,3.8,3.8,NIB,,,,2.4,CT,Y,Y,,Y,,,Y,,,,PR,Y,,,,Y,62974,SYMIS, ,, ,,N
62822,"Syncarpha Blandford, LLC",62975,Syncarpha Blandford Hybrid CSG,MA,Hampden,SYBLB,OP,Batteries,BA,IPP Non-CHP,2,3.9,3.9,3.9,5,2020,7.9,3.9,3.9,NIB,,,,2.3,CT,Y,Y,,Y,,,Y,,,,PR,Y,,,,Y,62975,SYBLS, ,, ,,N
62821,"Syncarpha Northampton, LLC",62976,Syncarpha Northampton Hybrid CSG,MA,Hampshire,SYNOB,OP,Batteries,BA,IPP Non-CHP,2,2.0,2.0,2.0,12,2020,4,2,2,LIB,,,,0.6,CT,Y,,PR,Y,,,Y,,,,Y,Y,,,,Y,62976,SYNOS, ,, ,,N
62824,"Syncarpha Northbridge I, LLC",62977,Syncarpha Northbridge I Hybrid(CSG),MA,Worcester,SYN1B,OP,Batteries,BA,IPP Non-CHP,2,4.0,4.0,4.0,2,2022,8,4,4,LIB,,,,1.2,CT,Y,,,Y,,,Y,,,,PR,Y,,,,Y,62977,SYN1S, ,, ,,N
62825,"Syncarpha Northbridge II, LLC",62978,Syncarpha Northbridge II Hybrid CSG,MA,Worcester,SYN2B,OP,Batteries,BA,IPP Non-CHP,2,3.0,3.0,3.0,4,2021,6,3,3,LIB,,,,0.9,CT,Y,,,Y,,,Y,,,,PR,Y,,,,Y,62978,SYN2S, ,, ,,N
56404,National Grid,62981,East Pulaski BESS,NY,Oswego,BESS,OP,Batteries,BA,Electric Utility,1,2.0,2.0,2.0,12,2018,4.2,2,2,LIB,,,,0.6,CS,,,Y,,,Y,PR,,,,,,,,,N, ,, ,, ,,Y
61012,AES Distributed Energy,62999,"Finchville Solar, LLC Hybrid CSG",NY,Orange,BESS,OP,Batteries,BA,IPP Non-CHP,2,3.0,3.0,3.0,10,2020,4.4,1.9,1.9,LIB,,,,0.9,CT,,,,,,,Y,,,,PR,,,Y,,Y,62999,FINCH, ,, ,,N
61012,AES Distributed Energy,63000,"RT 52 Walden Solar 1, LLC Hybrid",NY,Orange,BESS,OP,Batteries,BA,IPP Non-CHP,2,4.0,4.0,4.0,1,2020,8.8,3.9,3.9,LIB,,,,0.9,CT,,,,,,,Y,,,,PR,Y,,,,Y,63000,WALDN, ,, ,,N
61012,AES Distributed Energy,63011,"Cronin Road Solar 1, LLC CSG Hybrid",MA,Worcester,BESS,OP,Batteries,BA,IPP Non-CHP,2,1.5,1.5,1.5,7,2020,7.7,1.5,1.5,LIB,,,,0.9,CT,,,,,,,Y,,,,PR,,,Y,,Y,63011,CRONI, ,, ,,N
62876,"Department of the Army, Fort Carson",63022,Fort Carson Battery Energy Storage Syste,CO,El Paso,1,OP,Batteries,BA,Commercial Non-CHP,4,4.2,4.2,4.2,12,2018,8.5,4.2,4.2,LIB,,,,1.4,CS,,,,,,,,PR,,,,,,,,N, ,, ,, ,,Y
61012,AES Distributed Energy,63044,Ryan Road Solar LLC Hybrid(CSG),MA,Worcester,BESS,OP,Batteries,BA,IPP Non-CHP,2,4.3,4.3,4.3,12,2021,14,4.3,4.3,LIB,,,,0.9,CT,,,,,,,Y,,,,PR,,,Y,,Y,63044,ORCHA, ,, ,,N
3046,Duke Energy Progress - (NC),63064,Asheville-Rock Hill Battery,NC,Buncombe,ES1,OP,Batteries,BA,Electric Utility,1,8.8,8.8,8.8,8,2020,8.8,8.8,8.8,LIB,,,,8.8,CS,Y,Y,,,,,PR,,,,,,,,,N, ,, ,, ,,Y
62731,"Gopher Energy Storage, LLC",63090,Athens - Coopers Corner BESS,MN,Isanti,COOPR,OP,Batteries,BA,IPP Non-CHP,2,3.0,3.0,3.0,12,2018,6,3,3,LIB,,,,4.9,CS,,,,,,,PR,,,,,,,,,N, ,, ,, ,,N
62921,Arroyo Solar LLC,63172,Arroyo Solar Energy Storage Hybrid,NM,McKinley,ARESS,OP,Batteries,BA,IPP Non-CHP,2,150.0,150.0,150.0,7,2023,600,150,150,LIB,,,,150,CS,PR,,,,,,,,,,,,,,,N, ,, ,, ,,N
62894,Imeson Solar Farm LLC,63186,Imeson Solar,FL,Duval,IMESS,OP,Batteries,BA,IPP Non-CHP,2,5.0,5.0,5.0,12,2019,3.8,1.5,1.5,LIB,,,,4,CS,,,,,PR,,Y,,,,,,,Y,,Y,63186,IMESS, ,, ,,N
62950,"HG Solar Development, LLC",63214,Middleton Solar Park,MA,Essex,MDB02,OP,Batteries,BA,IPP Non-CHP,2,3.0,3.0,3.0,12,2019,6.6,3,2.7,LIB,,,,0.2,CS,,,,,,,PR,Y,,,Y,Y,,,,Y,63214,MDL01, ,, ,,N
15296,New York Power Authority,63238,Willis Battery Storage,NY,Franklin,WB1,OP,Batteries,BA,Electric Utility,1,20.0,20.0,20.0,7,2023,20,20,20,LIB,,,,19,CS,Y,,,PR,,,,,,,,,,,,N, ,, ,, ,,N
63012,"2W Permian Solar, LLC",63255,2W Permian Solar Project Hybrid,TX,Andrews,2WPBA,OP,Batteries,BA,IPP Non-CHP,2,40.0,40.0,40.0,10,2021,40,40,40,LIB,,,,13.1,BL,Y,Y,,PR,,,,,,,Y,Y,,,,Y,63255,2WPSO, ,, ,,N
61012,AES Distributed Energy,63264,Partridge Hill Solar Hybrid,MA,Worcester,BATT,OP,Batteries,BA,IPP Non-CHP,2,1.3,1.3,1.3,7,2020,1.5,1.3,1.3,LIB,,,,0.9,CS,,,,,,,Y,,,,PR,,,Y,,Y,63264,PART3, ,, ,,N
61012,AES Distributed Energy,63280,"AES Kekaha Solar, LLC Hybrid",HI,Kauai,BESS,OP,Batteries,BA,IPP Non-CHP,2,14.0,14.0,14.0,4,2021,70,8,8,LIB,,,,10,CT,,Y,,Y,PR,,Y,Y,Y,Y,Y,,,Y,,Y,63280,KEKAH, ,, ,,N
15470,"Duke Energy Indiana, LLC",63324,Camp Atterbury Microgrid Hybrid,IN,Johnson,ES1,OP,Batteries,BA,Electric Utility,1,5.0,5.0,5.0,11,2019,5,5,5,LIB,,,,3.3,BL,,PR,,,,,Y,,Y,Y,Y,Y,,,,N, ,, ,, ,,N
17609,Southern California Edison Co,63325,Yorktown Battery Energy Storage Facility,CA,Los Angeles,YORK1,OP,Batteries,BA,Electric Utility,1,3.0,3.0,3.0,9,2024,9,3,3,LIB,,,,1.6,CS,Y,,,,,PR,,,,,,,,,,N, ,, ,, ,,Y
17609,Southern California Edison Co,63326,Cadillac Battery Energy Storage Facility,CA,Los Angeles,CAD1,OP,Batteries,BA,Electric Utility,1,3.5,3.5,3.5,9,2024,8.8,3.5,3.5,LIB,,,,1.6,CS,Y,,,,,PR,,,,,,,,,,N, ,, ,, ,,Y
63107,"Lansing Renewables, LLC",63337,"Lansing Renewables, LLC",NY,Tompkins,14320,OP,Batteries,BA,IPP Non-CHP,2,3.0,3.0,3.0,4,2022,3,3,3,LIB,,,,0,CT,,,,,,,,,,,PR,,Y,,,Y,63337,6004, ,, ,,N
63108,"Granby Solar, LLC",63338,"Granby Solar, LLC CSG",MA,Hampshire,4788,OP,Batteries,BA,IPP Non-CHP,2,2.0,2.0,1.8,3,2022,2,2,2,LIB,,,,0,CT,,,,,,,,,,,PR,,Y,,,Y,63338,4787, ,, ,,N
63109,"Hales Mills Solar, LLC",63339,"Hales Mills Solar, LLC",NY,Fulton,09751,OP,Batteries,BA,IPP Non-CHP,2,3.0,3.0,3.0,9,2024,12.8,3,3,LIB,,,,3,CS,,,,,,,,,,,PR,,Y,,,Y,63339,6609, ,, ,,Y
63110,"Owlville Creek Solar 2, LLC",63340,"Owlville Creek Solar 2, LLC",NY,Madison,20660,OP,Batteries,BA,IPP Non-CHP,2,3.0,3.0,3.0,7,2022,12.8,3,3,LIB,,,,0,CS,,,,,,,,,,,PR,,Y,,,Y,63340,6609, ,, ,,N
63111,"Owlville Creek Solar, LLC",63341,"Owlville Creek Solar, LLC",NY,Madison,20660,OP,Batteries,BA,IPP Non-CHP,2,3.0,3.0,3.0,7,2022,12.8,3,3,LIB,,,,0,CS,,,,,,,,,,,PR,,Y,,,Y,63341,20660, ,, ,,N
63117,Gemini Solar,63352,Gemini Solar Hybrid,NV,Clark,ARPV1,OP,Batteries,BA,IPP Non-CHP,2,380.0,380.0,380.0,3,2024,380,380,380,LIB,,,,124.9,CS,PR,,,,,,,,,,Y,,Y,,,Y,63352,ARBE1, ,, ,,N
63163,Kearsarge Amesbury LLC,63398,Kearsarge Amesbury Hybrid,MA,Essex,AMBAT,OP,Batteries,BA,IPP Non-CHP,2,1.6,1.6,1.6,12,2019,3.8,1.5,1.5,LIB,,,,1.6,CS,,,,,Y,,,,,,PR,Y,,,,Y,63398,AMES, ,, ,,Y
61012,AES Distributed Energy,63415,"Middletown Solar 1, LLC Hybrid CSG",NY,Orange,BATT,OP,Batteries,BA,IPP Non-CHP,2,1.6,1.6,1.6,12,2020,6.6,1.6,1.6,LIB,,,,0.9,CS,,,,,,,Y,,,,PR,,,Y,,Y,63415,CENTR, ,, ,,N
62856,"Forefront Power, LLC",63420,Fresno Bullard High School Hybrid,CA,Fresno,BA903,OP,Batteries,BA,IPP Non-CHP,2,0.4,0.4,0.4,3,2020,0.4,0.4,0.4,LIB,,,,0.2,CS,,,,,,,PR,,,,Y,Y,,,,Y,63420,903, ,, ,,N
62856,"Forefront Power, LLC",63421,Fresno Hoover High School Hybrid,CA,Fresno,BA291,OP,Batteries,BA,IPP Non-CHP,2,0.2,0.2,0.2,3,2020,0.2,0.2,0.2,LIB,,,,0.2,CS,,,,,,,PR,,,,Y,Y,,,,Y,63421,291, ,, ,,N
62856,"Forefront Power, LLC",63422,Fresno Sunnyside High School Hybrid,CA,Fresno,BA112,OP,Batteries,BA,IPP Non-CHP,2,0.3,0.3,0.3,12,2020,0.3,0.3,0.3,LIB,,,,0.2,CS,,,,,,,PR,,,,Y,Y,,,,Y,63422,1122, ,, ,,N
63187,Rush Springs Energy Storage,63458,Rush Springs Energy Storage (BA),OK,Grady,RUSHE,OP,Batteries,BA,IPP Non-CHP,2,10.0,10.0,10.0,3,2020,20,10,10,FLB,,,,10,CS,Y,PR,,,,,,,,,,,,,,N, ,, ,, ,,N
61012,AES Distributed Energy,63468,Hurteau Solar Project Hybrid,MA,Worcester,BATT,OP,Batteries,BA,IPP Non-CHP,2,1.3,1.3,1.3,3,2020,1.5,1.3,1.3,LIB,,,,0.9,CS,,,,,,,Y,,,,PR,,,Y,,Y,63468,HURTU, ,, ,,N
61012,AES Distributed Energy,63469,Alicea Solar Project Hybrid CSG,MA,Worcester,BATT,OP,Batteries,BA,IPP Non-CHP,2,1.5,1.5,1.5,12,2020,3,1.5,1.5,LIB,,,,0.9,CS,,,,,,,Y,,,,PR,,,Y,,Y,63469,ALICA, ,, ,,N
61012,AES Distributed Energy,63470,McDougle-Mitchell Solar Project Hybrid C,MA,Worcester,BATT,OP,Batteries,BA,IPP Non-CHP,2,2.9,2.9,2.9,8,2020,5.7,2.9,2.9,LIB,,,,0.9,CS,,,,,,,Y,,,,PR,,,Y,,Y,63470,MCDMT, ,, ,,N
61012,AES Distributed Energy,63472,Cycz Solar Project CSG Hybrid,MA,Worcester,BATT,OP,Batteries,BA,IPP Non-CHP,2,1.3,1.3,1.3,6,2020,2.5,1.3,1.3,LIB,,,,0.9,CS,,,,,,,Y,,,,PR,,,Y,,Y,63472,CYCZ, ,, ,,N
61012,AES Distributed Energy,63473,West A&B Solar Project Hybrid CSG,MA,Worcester,BATT,OP,Batteries,BA,IPP Non-CHP,2,1.8,1.8,1.8,12,2020,3.5,1.8,1.8,LIB,,,,0.9,CS,,,,,,,Y,,,,PR,,,Y,,Y,63473,WEST, ,, ,,N
61012,AES Distributed Energy,63474,Annese Solar Project Hybrid CSG,MA,Worcester,BATT,OP,Batteries,BA,IPP Non-CHP,2,3.5,3.5,3.5,12,2020,6.7,3.5,3.5,LIB,,,,0.9,CS,,,,,,,Y,,,,PR,,,Y,,Y,63474,ANNES, ,, ,,N
61012,AES Distributed Energy,63475,Randall Solar Project Hybrid,MA,Worcester,BATT,OP,Batteries,BA,IPP Non-CHP,2,3.3,3.3,3.3,7,2021,6,3.2,3.2,LIB,,,,0.9,CT,,,,,,,Y,,,,PR,,,Y,,Y,63475,RAND, ,, ,,N
63226,CalCom Energy,63486,D'Arrigo Brothers - Phase 4,CA,Monterey,DA04B,OP,Batteries,BA,IPP Non-CHP,2,0.5,0.5,0.5,7,2019,0.8,0.1,0.1,LIB,,,,0.1,CS,Y,,,,,,PR,,,,,,,,,N, ,, ,, ,,N
57313,Tesla Inc.,63510,Walnut Unified School District Walnut HS,CA,Los Angeles,ST1,OP,Batteries,BA,IPP Non-CHP,2,0.5,0.5,0.5,2,2020,0.5,0.1,0.1,LIB,,,,0.1,CS,,,,,,,,Y,,Y,PR,Y,,,,Y,63510,PV1, ,, ,,N
56215,"Big Sky Wind, LLC",63522,Hickory Park Solar Hybrid,GA,Mitchell,HPBAT,OP,Batteries,BA,IPP Non-CHP,2,40.0,40.0,40.0,6,2022,80,42,40,LIB,,,,240,OT,,,,,PR,,,,,,Y,,Y,,,Y,63522,HPRK, ,, ,,Y
63260,Cobb Electric Membership Corporation,63535,Solar BESS Hybrid,GA,Cobb,TEST,OP,Batteries,BA,IPP Non-CHP,2,1.0,1.0,1.0,10,2020,4,1,1,LIB,,,,1,BL,Y,,,,,,PR,,,Y,Y,Y,,,Y,Y,63535,SOLAR, ,, ,,N
21538,"Mohave Electric Cooperative, Inc.",63554,Mohave Electric Cooperative at Joy Lane,AZ,Mohave,MSSB1,OP,Batteries,BA,IPP Non-CHP,2,15.0,15.0,15.0,9,2024,60,15,15,LIB,,,,3,CS,Y,,,Y,,,PR,,Y,,Y,Y,,,,Y,63554,PV2, ,, ,,Y
14154,Orange & Rockland Utils Inc,63585,NY3 Battery,NY,Rockland,NY3,OP,Batteries,BA,Electric Utility,1,3.0,3.0,3.0,12,2020,12,3,3,LIB,,,,3,CS,Y,,,Y,,PR,Y,Y,,,,,,,,N, ,, ,, ,,Y
63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63609,Allergan,CA,Orange,ALRGN,OP,Batteries,BA,Commercial Non-CHP,4,1.5,1.5,1.5,7,2019,9,1.5,1.5,LIB,,,,1.5,CS,Y,,,,,,,PR,,,,,,,,N, ,, ,, ,,N
63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63610,Baker,CA,Orange,BAKER,OP,Batteries,BA,Commercial Non-CHP,4,1.2,1.2,1.2,4,2019,6.3,1.2,1.2,LIB,,,,1.2,CS,Y,,,,,,Y,PR,,,,,,,,N, ,, ,, ,,N
63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63611,CSU Long Beach,CA,Los Angeles,CSULB,OP,Batteries,BA,Commercial Non-CHP,4,2.5,2.5,2.5,3,2017,15,2.5,2.5,LIB,,,,2.5,CS,Y,,,,,,Y,PR,,,,,,,,N, ,, ,, ,,N
63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63612,DATS,CA,Orange,DATS0,OP,Batteries,BA,Commercial Non-CHP,4,1.0,1.0,1.0,4,2017,6,1,1,LIB,,,,1,CS,Y,,,,,,Y,PR,,,,,,,,N, ,, ,, ,,N
63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63613,Downey,CA,Los Angeles,DOWNY,OP,Batteries,BA,Commercial Non-CHP,4,2.0,2.0,2.0,12,2019,13,2,2,LIB,,,,2,CS,Y,,,,,,Y,PR,,,,,,,,N, ,, ,, ,,N
