ercot_substation,lat,lon,match_source,confidence,score,matched_name,load_zone,max_voltage_kv,eia_plant_code,osm_id,propagated_from,mora_county,mora_fuel,county_validated,county_dist_km,gnis_class,gnis_county,psse_readable,hv_osm_345_id,hv_endpoint_dist_km,original_match_source,original_confidence,snap_distance_km,snap_status,snap_rule,snap_candidate_name,snap_candidate_kv
HAYSEN,29.782808,-97.990419,osm,medium,88.2,Hays Energy Station,LZ_SOUTH,345.0,,124968451,,HAYS,,True,0.3,,,,,,,,,,,,
HAYTER,28.448148,-99.255124,propagated,low,0,,LZ_WEST,138.0,,,COTULAS,,,,,,,,,,,,,,,,
HB,29.998831,-95.262155,gnis,high,100.0,Humble,LZ_HOUSTON,138.0,,,RVR,,,,,Populated Place,HARRIS,HUMBLE,,,,,,,,,
HBR,33.026511,-96.863614,gnis,high,100.0,Hebron,LZ_NORTH,138.0,,,WALLER,,,,,Populated Place,DENTON,HEBRON,,,,,,,,,
HCKSW,30.540482,-96.988873,gnis,high,90.8,Hicks,LZ_NORTH,345.0,,,,,,,,Populated Place,LEE,HICKS SW,,,,,,,,,
HDCL_CNR,31.517,-100.6,propagated,low,0,,LZ_WEST,138.0,,,RAMBLER,,,,,,,,,,,,,,,,
HDNLAKES,28.985999,-95.358109,propagated,low,0,,LZ_HOUSTON,138.0,,,DOW,,,,,,,,,,,,,,,,
HDPOI,31.0,-102.5,lz_centroid,none,0,,LZ_WEST,138.0,,,,,,,,,,,,,,,,,,,
HDSNOAKS,32.757073,-97.706695,gnis,high,96.1,Hudson Oaks,LZ_NORTH,138.0,,,WEIL_TRC,,,,,Populated Place,PARKER,HUDSONOAKS,,,,,,,,,
HDWLK,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,,,,,,,,,,,,,,,,,
HE,29.782316433333335,-95.39858997777777,cp_osm,high,93.3,Heights Substation,LZ_HOUSTON,69.0,,295157156,LK,,,,,,,,,,,,,,,,
HEADCAMP,28.197778,-97.444953,propagated,low,0,,LZ_WEST,138.0,,,CRANELL,,,,,,,,,,,,,,,,
HEADWA,29.0,-98.0,lz_centroid,none,0,,LZ_SOUTH,138.0,,,,,,,,,,,,,,,,,,,
HEARD,28.279024,-97.296609,osm,high,100,Heard Substation,LZ_SOUTH,69.0,,514876408,,,,,,,,,,,,,,,,,
HEARNCTY,30.878524,-96.593026,gnis,medium,80.1,Hearne,LZ_NORTH,69.0,,,VICTORIA,,,,,Populated Place,ROBERTSON,HEARNECITY,,,,,,,,,
HEARN_RD,27.849866,-97.610818,osm,high,95.6,Hearn Road Substation,LZ_SOUTH,69.0,,488507833,,,,,,,,,,,,,,,,,
HEC,30.948403,-103.36201,propagated,low,0,,LZ_SOUTH,138.0,,,SOLSTICE,,,,,,,,,,,,,,,,
HECKER,27.904713,-97.283046,osm,high,100,Hecker Substation,LZ_SOUTH,138.0,,514740593,,,,,,,,,,,,,,,,,
HEIGHTS,29.389595,-94.949867,eia860,high,100.0,Heights,LZ_SOUTH,138.0,64297,,,,,,,,,,,,,,,,,,
HEIGHTTN,29.389595,-94.949867,snap_eia860,medium,83.6,Heights,LZ_HOUSTON,138.0,64297,338794655,,GALVESTON,,True,6.7,,,,,,eia860,medium,0.034,auto,same_lz_nearest_osm_le_1km,Heights Substation,138.0
HEINES,29.0,-98.0,lz_centroid,none,0,,LZ_SOUTH,138.0,,,,,,,,,,,,,,,,,,,
HELENA,28.621959,-97.937625,snap_eia860,medium,100.0,Helena Wind,LZ_SOUTH,138.0,63738,1095745281,,,,,,,,,,,eia860,high,0.287,auto,same_lz_nearest_osm_le_1km,,345.0
HELIOS,29.226006,-99.699698,osm,high,100,Helios Substation,LZ_SOUTH,138.0,,459614010,,UVALDE,,True,0.8,,,,,,,,,,,,
HELIOSCR,29.226006,-99.699698,osm,medium,88.5,Helios Substation,LZ_WEST,345.0,,459614010,,,,,,,,,,,,,,,,,
HEN,29.460222,-95.257789,hv_endpoint,low,0,,LZ_HOUSTON,345.0,,,AMOCOOIL,,,,,,,,,26.1,,,,,,,
HENDRICK,31.0,-102.5,lz_centroid,none,0,,LZ_WEST,138.0,,,,,,,,,,,,,,,,,,,
HENLY,30.20273,-98.157003,osm,high,100,Henly Substation,LZ_SOUTH,138.0,,339992437,,,,,,,,,,,,,,,,,
HENNE,29.773463,-98.051144,osm,high,100,Henne Substation,LZ_SOUTH,138.0,,118151130,,,,,,,,,,,,,,,,,
HENRY,34.430515,-100.227394,osm,high,100,Henry Substation,LZ_WEST,69.0,,498377446,,,,,,,,,,,,,,,,,
HEPOD,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,,,,,,,,,,,,,,,,,
HERITAGE,25.977182,-97.384493,propagated,low,0,,LZ_NORTH,138.0,,,LOMA_ALT,,,,,,,,,,,,,,,,
HEROWAY,29.0,-98.0,lz_centroid,none,0,,LZ_SOUTH,138.0,,,,,,,,,,,,,,,,,,,
HERTG,31.356296,-94.683263,gnis,medium,83.6,Herty,LZ_NORTH,138.0,,,PEGAS,,,,,Populated Place,ANGELINA,HERTG,,,,,,,,,
HEXT,30.872256,-99.538264,osm,high,100,Hext Substation,LZ_SOUTH,69.0,,192707440,,,,,,,,,,,,,,,,,
HG,31.522668,-96.998884,gnis,medium,88.5,Harrison,LZ_HOUSTON,69.0,,,CHISOLM,,,,,Populated Place,MCLENNAN,HARRIS,,,,,,,,,
HGNPD,26.523359,-99.017108,propagated,low,0,,LZ_WEST,138.0,,,STARR,,,,,,,,,,,,,,,,
HGRSW,31.733376,-99.127981,propagated,low,0,,LZ_NORTH,138.0,,,BANGS,,,,,,,,,,,,,,,,
HHGT,32.214024,-100.05712,mora_eia860,high,100.0,Horse Hollow Wind Energy Center,LZ_SOUTH,345.0,56291,,WESLACO,TAYLOR,WIND-O,,,,,,,,,,,,,,
HHOLLOW2,35.40238,-101.15404,propagated,low,0,,LZ_WEST,138.0,,,RAILHEAD,,,,,,,,,,,,,,,,
HHOLLOW3,29.271,-98.456,propagated,low,0,,LZ_WEST,138.0,,,BEXAR_ES,,,,,,,,,,,,,,,,
HHOLLOW4,31.503698,-97.762643,propagated,low,0,,LZ_WEST,138.0,,,GATESVL2,,,,,,,,,,,,,,,,
HHSTH,29.568308,-97.878346,propagated,low,0,,LZ_NORTH,138.0,,,CAPOTE,,,,,,,,,,,,,,,,
HICKFO,31.450625,-103.09812,propagated,low,0,,LZ_SOUTH,138.0,,,PYOTE,,,,,,,,,,,,,,,,
HICKMAN,35.62031,-100.541274,hv_endpoint,low,0,,LZ_WEST,345.0,,,MIAM1,,,,,,,,,3.7,,,,,,,
HICOTN,31.98025,-98.028425,osm,medium,88.2,Hico Substation,LZ_NORTH,69.0,,508017064,,,,,,,,,,,,,,,,,
HICROS,29.594397,-97.956333,propagated,low,0,,LZ_SOUTH,138.0,,,SEGUIN,,,,,,,,,,,,,,,,
HICROSS,32.128234,-101.818895,propagated,low,0,,LZ_SOUTH,138.0,,,TRIANGLE,,,,,,,,,,,,,,,,
HIDALGO,26.34172,-98.175759,eia860,high,100.0,Hidalgo Energy Center,LZ_SOUTH,138.0,55545,,,,,,,,,,,,,,,,,,
HIDDENVL,30.384126,-97.90037,osm,medium,85.1,Hidden Valley Substation,LZ_SOUTH,138.0,,206173697,,,,,,,,,,,,,,,,,
HIGH32,29.696795,-96.571932,propagated,low,0,,LZ_SOUTH,138.0,,,GLIDDE,,,,,,,,,,,,,,,,
HIGH46,29.71801,-96.927204,gnis,medium,85.1,High Hill,LZ_SOUTH,138.0,,,BEXAR_ES,,,,,Populated Place,FAYETTE,HIGH,,,,,,,,,
HIGHLAND,35.252399,-101.65432,osm,medium,90.5,Highland Park Substation,LZ_WEST,138.0,,463732622,,,,,,,,,,,,,,,,,
HIGHLAS,28.893271,-96.995498,osm,high,94.4,Highlands Substation,LZ_SOUTH,69.0,,515655289,,,,,,,,,,,,,,,,,
HIGHPNT,33.221074,-96.917938,propagated,low,0,,LZ_NORTH,138.0,,,NAVO,,,,,,,,,,,,,,,,
HIL,31.079352,-96.20385,gnis,medium,88.2,Hilltop Lakes,LZ_NORTH,138.0,,,DICKNSON,,,,,Populated Place,LEON,HILLTOP,,,,,,,,,
HILBIG,30.005561,-97.404409,osm,high,98.3,Hillbig Substation,LZ_SOUTH,138.0,,462642680,,,,,,,,,,,,,,,,,
HILCORP,29.045645,-95.745296,osm,high,100,Hilcorp Substation,LZ_HOUSTON,69.0,,583388832,,,,,,,,,,,,,,,,,
HILCR,31.656224,-106.25748,gnis,medium,83.2,Hillcrest Manor Colonia,LZ_WEST,138.0,,,TRIANGLE,,,,,Populated Place,EL PASO,HILLCREST,,,,,,,,,
HILGR,32.128234,-101.818895,propagated,low,0,,LZ_WEST,138.0,,,TRIANGLE,,,,,,,,,,,,,,,,
HILLCITY,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,69.0,,,,,,,,,,,,,,,,,,,
HILLCTRY,32.117091,-100.155033,hv_endpoint,low,0,,LZ_SOUTH,345.0,,,HOLSTEIN,,,,,,,,,1.6,,,,,,,
HILLJE,29.030318,-96.237808,osm,high,100.0,Hillje Substation,LZ_SOUTH,69.0,,100064466,,,,,,,,,,,,,,,,,
HILLTO,29.898612,-97.941407,osm,high,98.4,Hilltop Substation,LZ_SOUTH,138.0,,30886499,,,,,,,,,,,,,,,,,
HILL_CO,32.241111,-97.071389,eia860,medium,82.3,Hill County Generation Facility,LZ_NORTH,138.0,60194,,,,,,,,,,,,,,,,,,
HILND,32.154862,-98.445881,gnis,high,94.6,Highland,LZ_NORTH,138.0,,,,,,,,Populated Place,ERATH,HIGHLND,,,,,,,,,
HIM,29.563235,-95.800453,propagated,low,0,,LZ_HOUSTON,138.0,,,FT,,,,,,,,,,,,,,,,
HINDES,28.646252,-98.902745,osm,high,100,Hindes Substation,LZ_SOUTH,138.0,,452303872,,,,,,,,,,,,,,,,,
HISKY,32.857896,-97.511964,propagated,low,0,,LZ_WEST,138.0,,,AZLES,,,,,,,,,,,,,,,,
HIWAY_9,26.191337,-97.665118,propagated,low,0,,LZ_SOUTH,138.0,,,E_HARRIS,,,,,,,,,,,,,,,,
HI_LONE,30.948376,-103.360896,hv_endpoint,low,0,,LZ_WEST,345.0,,,LASSO,,,,,,,,,54.9,,,,,,,
HI_LONEB,29.262221,-98.427356,hv_endpoint,low,0,,LZ_WEST,345.0,,,BEXAR_ES,,,,,,,,,2.9,,,,,,,
HK,30.026888,-95.844396,gnis,high,93.8,Hockley,LZ_HOUSTON,138.0,,,PT,,,,,Populated Place,HARRIS,HOCKLY,,,,,,,,,
HKBRY,33.932303,-100.147608,gnis,medium,89.9,Hackberry,LZ_NORTH,345.0,,,CRSCN,,,,,Populated Place,COTTLE,HACKBRY,,,,,,,,,
HKHTS,32.760166,-96.575623,propagated,low,0,,LZ_NORTH,138.0,,,MESQT,,,,,,,,,,,,,,,,
HKSN_SLR,28.197778,-97.444953,propagated,low,0,,LZ_NORTH,345.0,,,CRANELL,,,,,,,,,,,,,,,,
HK_GIS,34.058868,-101.17975,propagated,low,0,,LZ_NORTH,138.0,,,WHIT_RVR,,,,,,,,,,,,,,,,
HL,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK,,,,,,,,,,,,,,,,
HLD,31.912925,-98.978944,gnis,high,100.0,Holder,LZ_NORTH,138.0,,,TEASLEY,,,,,Populated Place,BROWN,HOLDER,,,,,,,,,
HLJ,29.148865,-96.3433,gnis,high,100.0,Hillje,LZ_SOUTH,345.0,,,WORSHAM,,,,,Populated Place,WHARTON,HILLJE,,,,,,,,,
HLK,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,69.0,,,,,,,,,,,,,,,,,,,
HLSBR,32.010989,-97.130006,gnis,high,95.2,Hillsboro,LZ_NORTH,138.0,,,CRSCN,,,,,Populated Place,HILL,HILLBORO,,,,,,,,,
HLSES,32.7283,-97.2192,mora_eia860,medium,91.2,Handley,LZ_NORTH,138.0,3491,,CRSCN,TARRANT,GAS-ST,,,,,,,,,,,,,,
HLTOM,32.799574,-97.269182,gnis,medium,88.4,Haltom City,LZ_NORTH,138.0,,,EULES,,,,,Populated Place,TARRANT,HALTOM,,,,,,,,,
HLTSW,31.372663,-99.030881,gnis,medium,84.0,Holt,LZ_WEST,138.0,,,STARR,,,,,Populated Place,SAN SABA,HOLTSS,,,,,,,,,
HLY,31.186,-103.128,propagated,low,0,,LZ_HOUSTON,138.0,,,TAYGETE,,,,,,,,,,,,,,,,
HLYSW,32.857035,-97.510378,hv_endpoint,low,0,,LZ_NORTH,345.0,,,AZLES,,,,,,,,,0.2,,,,,,,
HM,26.287936,-98.145074,propagated,low,0,,LZ_HOUSTON,138.0,,,SE,,,,,,,,,,,,,,,,
HMNG_ESS,29.271,-98.456,propagated,low,0,,LZ_NORTH,345.0,,,BEXAR_ES,,,,,,,,,,,,,,,,
HMPHL,31.34074,-93.846852,gnis,high,100.0,Hemphill,LZ_NORTH,138.0,,,MESQT,,,,,Populated Place,SABINE,HEMPHILL,,,,,,,,,
HMTRD,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,,,,,,,,,,,,,,,,,
HN,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK,,,,,,,,,,,,,,,,
HNSLS,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,,,,,,,,,,,,,,,,,
HNTNG,31.277687,-94.576594,gnis,high,91.0,Huntington,LZ_NORTH,138.0,,,EULES,,,,,Populated Place,ANGELINA,HUNTNGTN,,,,,,,,,
HNY,29.82114236,-94.99092355999998,cp_osm,high,100.0,Haney Substation,LZ_HOUSTON,138.0,,129320300,SE,,,,,,,,,,,,,,,,
HNYGR,33.583438,-95.909968,gnis,medium,87.3,Honey Grove,LZ_NORTH,69.0,,,BRONTE,,,,,Populated Place,FANNIN,HONEY GR,,,,,,,,,
HNY_COMB,33.221074,-96.917938,propagated,low,0,,LZ_SOUTH,69.0,,,NAVO,,,,,,,,,,,,,,,,
HOBLK,28.957474,-97.985282,gnis,medium,80.1,Hobson,LZ_SOUTH,69.0,,,AZLES,,,,,Populated Place,KARNES,HOBSONLAKE,,,,,,,,,
HOC,30.313136,-97.685053,propagated,low,0,,LZ_HOUSTON,138.0,,,WHELESS,,,,,,,,,,,,,,,,
HOCHHEIM,29.276538,-97.299226,osm,high,100,Hochheim Substation,LZ_SOUTH,69.0,,425964703,,,,,,,,,,,,,,,,,
HOD,33.542887,-97.349186,gnis,high,100.0,Hood,LZ_NORTH,138.0,,,LOMA_ALT,,,,,Populated Place,COOKE,HOOD,,,,,,,,,
HODLRANC,26.116805,-98.079495,hv_endpoint,low,0,,LZ_WEST,345.0,,,ELGATO,,,,,,,,,5.9,,,,,,,
HOEFSROA,31.031697,-103.45843,osm,high,95.6,Hoefs Road Substation,LZ_WEST,138.0,,503430192,,,,,,,,,,,,,,,,,
HOGPD,31.0,-102.5,lz_centroid,none,0,,LZ_WEST,138.0,,,,,,,,,,,,,,,,,,,
HOGSW,31.749385,-101.466466,hv_endpoint,low,0,,LZ_NORTH,345.0,,,PEGAS,,,,,,,,,70.6,,,,,,,
HOL,35.093889,-101.326111,propagated,low,0,,LZ_SOUTH,345.0,,,GOODNIT1,,,,,,,,,,,,,,,,
HOLANDS,30.875517,-97.403306,osm,high,92.4,Holland Substation,LZ_SOUTH,69.0,,340206124,,,,,,,,,,,,,,,,,
HOLCOMB,28.03534,-99.361732,snap_eia860,medium,92.9,Holcomb (TX),LZ_SOUTH,138.0,65829,21073895,,LA SALLE,,True,0.0,,,,,,eia860,high,0.224,auto,same_lz_nearest_osm_le_1km,Holcomb Substation,138.0
HOLDY,33.520957,-101.792088,osm,medium,83.2,Holly Substation,LZ_WEST,69.0,,183475074,,,,,,,,,,,,,,,,,
HOLFORD,32.303889,-100.021667,propagated,low,0,,LZ_NORTH,138.0,,,CALLAHAN,,,,,,,,,,,,,,,,
HOLIDAY,31.0,-102.5,lz_centroid,none,0,,LZ_WEST,138.0,,,,,,,,,,,,,,,,,,,
HOLLMI,30.252446,-98.882109,osm,high,98.4,Hollmig Substation,LZ_SOUTH,138.0,,504095357,,,,,,,,,,,,,,,,,
HOLLY,30.25,-97.716667,eia860,medium,84.1,Holly Street,LZ_SOUTH,69.0,3549,,,,,,,,,,,,,,,,,,
HOLLY4,27.708326,-97.397364,osm,high,97.3,Holly Substation,LZ_SOUTH,138.0,,203621090,,,,,,,,,,,,,,,,,
HOLMAN,29.795245,-96.87826,osm,high,100,Holman Substation,LZ_SOUTH,345.0,,93770408,,,,,,,,,,,,,,,,,
HOLSP,32.925685,-94.816043,gnis,medium,89.5,Holly Springs,LZ_NORTH,69.0,,,TRIANGLE,,,,,Populated Place,CAMP,HOLLYSPRGS,,,,,,,,,
HOLSTEIN,32.104125,-100.162375,snap_eia860,medium,100.0,Holstein 1 Solar Farm,LZ_WEST,345.0,61962,1058313857,,NOLAN,,True,30.2,,,,,,eia860,high,0.510,auto,same_lz_nearest_osm_le_1km,,345.0
HOMEPORT,27.828071,-97.209484,osm,high,100,Homeport Substation,LZ_SOUTH,138.0,,514740542,,,,,,,,,,,,,,,,,
HONDOCK,29.315623,-99.104003,osm,medium,91.0,Hondo Substation,LZ_SOUTH,138.0,,320099401,,,,,,,,,,,,,,,,,
HONDOCS,29.315623,-99.104003,osm,medium,91.0,Hondo Substation,LZ_SOUTH,69.0,,320099401,,,,,,,,,,,,,,,,,
HOP,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK,,,,,,,,,,,,,,,,
HOPKNSLR,33.21732,-95.4621,mora_eia860,medium,83.0,Hopkins Energy LLC,LZ_NORTH,345.0,67424,,GOODNIT1,HOPKINS,SOLAR,,,,,,,,,,,,,,
HORNE,32.760166,-96.575623,propagated,low,0,,LZ_NORTH,138.0,,,MESQT,,,,,,,,,,,,,,,,
HORNET,34.485162,-101.971401,eia860,high,92.0,Hornet Solar (TX),LZ_SOUTH,69.0,65463,,,,,,,,,,,,,,,,,,
HORNSB,30.231749,-97.613703,osm,high,98.4,Hornsby Substation,LZ_SOUTH,345.0,,1217222649,,,,,,,,,,,,,,,,,
HORSBA,31.186,-103.128,propagated,low,0,,LZ_SOUTH,138.0,,,TAYGETE,,,,,,,,,,,,,,,,
HORSCR,31.0,-102.5,lz_centroid,none,0,,LZ_WEST,138.0,,,,,,,,,,,,,,,,,,,
HORSE,33.35,-99.54,eia860,medium,85.5,Horse Creek Wind Farm,LZ_NORTH,138.0,60339,,,,,,,,,,,,,,,,,,
HORSECRK,33.35,-99.54,mora_eia860,high,100.0,Horse Creek Wind Farm,LZ_WEST,345.0,60339,,BEXAR_ES,HASKELL,WIND-O,,,,,,,,,,,,,,
HORTON,29.713355,-98.098374,osm,medium,84.1,Hortontown Substation,LZ_SOUTH,138.0,,117893885,,,,,,,,,,,,,,,,,
HOUSEMTN,29.71977,-95.270562,eia860,medium,83.6,Houston Plant,LZ_WEST,69.0,52065,,,BREWSTER,,False,792.4,,,,,,,,,,,,
HOVEY,30.952592,-103.361462,osm,high,100,Hovey Substation,LZ_WEST,138.0,,500535881,,PECOS,,True,68.3,,,,,,,,,,,,
HOWARD,29.280583,-98.572113,osm,high,100,Howard Substation,LZ_SOUTH,345.0,,105422464,,,,,,,,,,,,,,,,,
HOWES,33.50872,-96.612212,gnis,high,100.0,Howe,LZ_NORTH,138.0,,,AZLES,,,,,Populated Place,GRAYSON,HOWE,,,,,,,,,
HOWRD,35.430909,-100.280042,osm,high,92.5,Howard Substation,LZ_WEST,69.0,,448984693,,,,,,,,,,,,,,,,,
HP,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,69.0,,,LK,,,,,,,,,,,,,,,,
HPPOD,32.154862,-98.445881,gnis,medium,85.6,Highland,LZ_WEST,138.0,,,NORTHWES,,,,,Populated Place,ERATH,HIGHPLAIN,,,,,,,,,
HPWSW,33.520892,-101.973737,propagated,low,0,,LZ_WEST,69.0,,,UPLND,,,,,,,,,,,,,,,,
HR,29.883557,-95.367437,gnis,medium,83.0,Hardy Heights,LZ_HOUSTON,138.0,,,RVR,,,,,Populated Place,HARRIS,HARDY,,,,,,,,,
HRFDWIND,34.772911,-102.298174,mora_osm,high,95.5,Hereford Wind Substation,LZ_WEST,345.0,,453589271,GRANDVW1,DEAF SMITH,WIND-P,,,,,,,,,,,,,,
HRMAN,33.167341,-97.532525,gnis,high,100.0,Herman,LZ_NORTH,138.0,,,STARR,,,,,Populated Place,WISE,HERMAN,,,,,,,,,
HRMS_SLR,35.402218,-101.153811,hv_endpoint,low,0,,LZ_NORTH,345.0,,,RAILHEAD,,,,,,,,,0.0,,,,,,,
HRN,30.878524,-96.593026,gnis,high,100.0,Hearne,LZ_NORTH,138.0,,,LOMA_ALT,,,,,Populated Place,ROBERTSON,HEARNE,,,,,,,,,
HRNT_SLR,30.274921,-97.540031,hv_endpoint,low,0,,LZ_WEST,345.0,,,HORNSB,,,,,,,,,8.6,,,,,,,
HRSHD,30.464605,-97.757305,propagated,low,0,,LZ_WEST,138.0,,,NORTHWES,,,,,,,,,,,,,,,,
HRSMD,33.221074,-96.917938,propagated,low,0,,LZ_NORTH,138.0,,,NAVO,,,,,,,,,,,,,,,,
HRTN,31.57564,-103.023867,propagated,low,0,,LZ_WEST,138.0,,,WICKT,,,,,,,,,,,,,,,,
HRZN_SLR,29.271,-98.456,propagated,low,0,,LZ_SOUTH,138.0,,,BEXAR_ES,,,,,,,,,,,,,,,,
HSACH,31.0,-102.5,lz_centroid,none,0,,LZ_WEST,138.0,,,,,,,,,,,,,,,,,,,
HSKAV,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,,,,,,,,,,,,,,,,,
HSPSW,31.871315,-102.398409,propagated,low,0,,LZ_WEST,138.0,,,ODESA,,,,,,,,,,,,,,,,
HT,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK,,,,,,,,,,,,,,,,
HUB1,31.0,-102.5,lz_centroid,none,0,,LZ_WEST,69.0,,,,,,,,,,,,,,,,,,,
HUB2,34.525625,-102.728271,gnis,high,100.0,Hub,LZ_WEST,69.0,,,UNIVERSI,,,,,Populated Place,PARMER,HUB,,,,,,,,,
HUBRD,31.77471,-96.828196,eia860,medium,86.3,Hubbard Wind,LZ_NORTH,138.0,65048,,,,,,,,,,,,,,,,,,
HUD,32.358321,-99.700289,propagated,low,0,,LZ_HOUSTON,138.0,,,WALKER,,,,,,,,,,,,,,,,
HUDSN,31.322685,-94.778264,gnis,high,100.0,Hudson,LZ_NORTH,138.0,,,MESQT,,,,,Populated Place,ANGELINA,HUDSON,,,,,,,,,
HUG,33.393056,-95.146667,propagated,low,0,,LZ_HOUSTON,138.0,,,RVR,,,,,,,,,,,,,,,,
HULLDALE,31.004899,-100.555418,osm,high,100,Hulldale Substation,LZ_WEST,69.0,,346768799,,,,,,,,,,,,,,,,,
HULLTOWN,32.482748,-99.926677,propagated,low,0,,LZ_WEST,69.0,,,CAPELLA,,,,,,,,,,,,,,,,
HUN,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK,,,,,,,,,,,,,,,,
HUNT,30.076118,-99.336191,osm,high,100,Hunt Substation,LZ_SOUTH,138.0,,339059838,,,,,,,,,,,,,,,,,
HUNTER,30.076118,-99.336191,osm,medium,88.2,Hunt Substation,LZ_SOUTH,138.0,,339059838,,,,,,,,,,,,,,,,,
HURST,32.823462,-97.170568,gnis,high,92.6,Hurst,LZ_NORTH,138.0,,,EULES,,,,,Populated Place,TARRANT,HURSTN,,,,,,,,,
HUTCH,32.630371,-96.705408,osm,medium,85.7,Hutchins Substation,LZ_NORTH,138.0,,342687365,,,,,,,,,,,,,,,,,
HUTTO,30.551395,-97.561101,osm,high,100,Hutto Switching Station,LZ_SOUTH,345.0,,174024844,,,,,,,,,,,,,,,,,
HUTT_SW,31.952605,-97.867242,propagated,low,0,,LZ_WEST,138.0,,,KOPPERL,,,,,,,,,,,,,,,,
HV,29.911311,-95.423013,mora_osm,high,93.5,Hidden Valley Substation,LZ_HOUSTON,138.0,,338341256,LK,HARRIS,STORAGE,,,,,,,,,,,,,,
HWF,32.7683,-99.4228,snap_mora_eia860,medium,100.0,Hackberry Wind Farm,LZ_WEST,345.0,56823,171742083,LONESTR,SHACKELFORD,WIND-O,,,,,,,,mora_eia860,high,0.023,auto,same_lz_nearest_osm_le_1km,Hackberry Wind Substation,345.0
HWKSW,33.520892,-101.973737,propagated,low,0,,LZ_NORTH,138.0,,,UPLND,,,,,,,,,,,,,,,,
HWPOD,29.183513,-99.834833,propagated,low,0,,LZ_WEST,138.0,,,W_LD_138,,,,,,,,,,,,,,,,
HWRDLN,30.479567,-97.781526,propagated,low,0,,LZ_SOUTH,138.0,,,JOLLYVIL,,,,,,,,,,,,,,,,
HWY6,29.271,-98.456,propagated,low,0,,LZ_NORTH,138.0,,,BEXAR_ES,,,,,,,,,,,,,,,,
HX,29.348291,-95.016037,gnis,medium,84.0,Hitchcock,LZ_HOUSTON,138.0,,,LK,,,,,Populated Place,GALVESTON,HITCOK,,,,,,,,,
HY,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK,,,,,,,,,,,,,,,,
HYDR_ESS,35.206158,-101.434839,hv_endpoint,low,0,,LZ_WEST,345.0,,,GOODNIT1,,,,,,,,,15.9,,,,,,,
HYPOD,31.285165,-99.051714,gnis,medium,84.0,Hall,LZ_WEST,138.0,,,BAKKE,,,,,Populated Place,SAN SABA,HALLEY,,,,,,,,,
H_HOLLOW,31.503698,-97.762643,propagated,low,0,,LZ_WEST,138.0,,,GATESVL2,,,,,,,,,,,,,,,,
I20_RC,26.523692,-98.745522,propagated,low,0,,LZ_NORTH,138.0,,,MESTENO,,,,,,,,,,,,,,,,
IATMG,27.969708,-97.472918,propagated,low,0,,LZ_WEST,69.0,,,SODVILS,,,,,,,,,,,,,,,,
IBM_,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,,,,,,,,,,,,,,,,,
IDEALCEM,29.0,-98.0,lz_centroid,none,0,,LZ_SOUTH,69.0,,,,,,,,,,,,,,,,,,,
IH20,28.985999,-95.358109,propagated,low,0,,LZ_WEST,138.0,,,DOW,,,,,,,,,,,,,,,,
ILLN,28.41462,-99.258142,propagated,low,0,,LZ_WEST,138.0,,,REVILLA,,,,,,,,,,,,,,,,
IM,29.8,-95.3,lz_centroid,none,0,,LZ_HOUSTON,138.0,,,,,,,,,,,,,,,,,,,
IMPACT,33.467803,-95.370856,snap_eia860,medium,100.0,Impact Solar 1,LZ_NORTH,345.0,63222,1058316820,,LAMAR,,True,12.7,,,,,,eia860,high,0.080,auto,same_lz_nearest_osm_le_1km,,345.0
INAIR,31.503698,-97.762643,propagated,low,0,,LZ_NORTH,138.0,,,GATESVL2,,,,,,,,,,,,,,,,
IND,29.972446,-96.502193,gnis,medium,88.5,Industry,LZ_HOUSTON,138.0,,,LK,,,,,Populated Place,AUSTIN,INDUST,,,,,,,,,
INDIA,32.525137,-96.616103,gnis,high,100.0,India,LZ_NORTH,69.0,,,,,,,,Populated Place,ELLIS,INDIA,,,,,,,,,
INDIANGP,33.270879,-100.626456,propagated,low,0,,LZ_NORTH,69.0,,,JAYTON9,,,,,,,,,,,,,,,,
INDL,32.4969,-100.5797,mora_eia860,medium,83.1,Inadale Wind Farm LLC Hybrid,LZ_WEST,345.0,56984,,FAIRLA,NOLAN,WIND-O,,,,,,,,,,,,,,
INDN,31.0,-102.5,lz_centroid,none,0,,LZ_WEST,138.0,,,,,,,,,,,,,,,,,,,
INDNENR,28.598241,-97.04755,propagated,low,0,,LZ_WEST,138.0,,,WARBURTN,,,,,,,,,,,,,,,,
